359;01392;01580;Samognat;285;20;46.25;5.58;898731;6575483
360;01393;01400;Sandrans;346;12;46.06;4.98;853027;6554166
361;01396;01150;Sault-brénaz;1014;181;45.85;5.41;887772;6530693
362;01397;01220;Sauverny;1067;565;46.31;6.11;939999;6584752
363;01398;01480;Savigneux;792;54;46.00;4.85;843163;6546151
364;01399;01170;Ségny;1211;374;46.30;6.08;937010;6582412
365;01400;01470;Seillonnaz;120;13;45.80;5.48;892600;6525288
366;01401;01630;Sergy;1201;127;46.25;6.00;931068;6576626
367;01402;01190;Sermoyer;522;31;46.50;4.98;851829;6601903
368;01404;01450;Serrières-sur-ain;71;9;46.15;5.45;889065;6564064
369;01405;01240;Servas;879;67;46.13;5.16;867524;6561212
370;01406;01560;Servignat;136;17;46.43;5.06;858933;6594309
371;01408;01250;Simandre-sur-suran;574;35;46.21;5.41;886512;6571763
372;01409;01260;Songieu;101;5;45.96;5.70;909034;6544716
373;01410;01580;Sonthonnax-la-montagne;242;17;46.23;5.53;894952;6573139
374;01411;01150;Souclin;197;15;45.86;5.41;887703;6532913
375;01412;01400;Sulignat;434;40;46.16;4.96;851977;6565248
376;01413;01420;Surjoux;70;16;46.01;5.80;916576;6550535
377;01414;01260;Sutrieu;209;11;45.95;5.65;905239;6542365
378;01415;01510;Talissieu;401;84;45.86;5.71;910964;6533671
379;01416;01230;Tenay;1356;103;45.91;5.50;893731;6538656
380;01417;01110;Thézillieu;297;11;45.88;5.60;901624;6534467
381;01418;01120;Thil;769;149;45.81;5.01;856828;6526490
382;01420;01140;Thoissey;1306;975;46.16;4.80;838864;6564935
383;01421;01230;Torcieu;569;53;45.91;5.40;885984;6538416
384;01422;01250;Tossiat;979;96;46.13;5.31;879101;6561541
385;01423;01600;Toussieux;437;92;45.96;4.83;841693;6542784
386;01424;01390;Tramoyes;1136;88;45.86;4.96;852808;6531943
387;01425;01160;La Tranclière;254;17;46.11;5.26;875274;6560319
388;01427;01600;Trévoux;6092;1067;45.93;4.76;837148;6538237
389;01428;01140;Valeins;61;14;46.11;4.86;844395;6559509
390;01429;01660;Vandeins;415;44;46.21;5.08;860315;6571016
391;01430;01160;Varambon;353;44;46.03;5.31;879427;6550441
392;01431;01150;Vaux-en-bugey;881;107;45.91;5.35;882110;6538299
393;01432;01270;Verjon;235;46;46.35;5.35;880690;6586030
394;01433;01560;Vernoux;148;15;46.48;5.11;862622;6599962
395;01434;01330;Versailleux;219;12;45.98;5.10;862565;6544414
396;01436;01170;Vesancy;363;34;46.35;6.08;936794;6587960
397;01437;01560;Vescours;184;15;46.46;5.03;855748;6598670
398;01439;01570;Vésines;108;28;46.35;4.86;843790;6585044
399;01440;01100;Veyziat;0;0;46.28;5.63;902470;6578940
400;01441;01430;Vieu-d'izenave;524;22;46.08;5.53;895486;6556489
401;01442;01260;Vieu;293;45;45.90;5.68;907750;6536894
402;01443;01330;Villars-les-dombes;3415;139;46.00;5.01;856316;6546473
403;01444;01150;Villebois;924;64;45.85;5.43;888547;6530717
404;01445;01270;Villemotier;419;30;46.35;5.31;878383;6585962
405;01447;01250;Villereversure;1003;57;46.18;5.38;883564;6567229
